,MORT_30_AMI,MORT_30_CABG,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,READM_30_AMI,READM_30_CABG,READM_30_COPD,READM_30_HF,READM_30_HIP_KNEE,READM_30_HOSP_WIDE,READM_30_PN,READM_30_STK,Hospital Name,State,Region,Location,Latitude,Longitude,Predicted State,Predicted Region
611,20.7,15.1,15.9,3.1,17.9,16.8,12.4,13.3,22.0,15.4,3.0,8.6,17.3,19.3,EMERUS COMMUNITY HOSPITAL,TX,South,"24429 TOMBALL PARKWAY, SUITE 100
TOMBALL, TX 77375
(30.037176, -95.605323)",30.037176,-95.605323,TX,Midwest
1032,12.0,15.2,15.0,15.0,22.4,22.0,9.4,7.2,16.8,3.9,3.9,14.2,15.7,20.3,TOPS SURGICAL SPECIALTY HOSPITAL,TX,South,"17080 RED OAK DRIVE
HOUSTON, TX 77090
(30.018556, -95.444856)",30.018556,-95.444856,CA,West
1250,12.0,16.9,16.1,12.7,20.7,8.5,6.6,22.7,14.4,4.2,4.2,14.6,17.5,16.8,SURGICAL INSTITUTE OF READING,PA,Mid-Atlantic,"2752 CENTURY BOULEVARD
WYOMISSING, PA 19610
(40.357913, -75.987653)",40.357913,-75.987653,TX,West
3903,13.4,17.8,16.3,13.4,16.6,15.3,13.4,16.1,16.6,21.7,5.0,15.1,15.3,15.6,SPANISH PEAKS REGIONAL HEALTH CENTER,CO,West,"23500 US HWY 160
WALSENBURG, CO 81089
(37.607688, -104.819786)",37.607688,-104.819786,IA,Midwest
2021,13.0,3.1,7.1,10.8,14.9,16.9,16.8,13.8,20.6,22.4,5.6,16.1,16.2,11.8,INDIANA UNIVERSITY HEALTH,IN,Midwest,"1701 N SENATE BLVD
INDIANAPOLIS, IN 46202
(39.79091, -86.165078)",39.79091,-86.165078,FL,South
4713,19.9,18.7,8.0,17.9,17.1,19.4,15.6,13.7,18.7,15.7,22.3,15.7,17.2,16.2,ST ELIZABETH GRANT,KY,South,"238 BARNES ROAD
WILLIAMSTOWN, KY 41097
(38.648062, -84.577539)",38.648062,-84.577539,TX,South
1828,10.5,2.1,5.6,9.2,13.2,12.9,17.1,13.6,18.6,21.2,4.8,16.2,18.4,15.2,HILLCREST HOSPITAL,OH,Midwest,"6780 MAYFIELD ROAD
MAYFIELD HEIGHTS, OH 44124
(41.520133, -81.434345)",41.520133,-81.434345,MI,Midwest
890,15.2,2.9,8.2,11.2,16.7,13.3,17.0,15.2,21.6,22.0,5.3,15.4,15.9,12.6,NORTH AUSTIN MEDICAL CENTER,TX,South,"12221 MOPAC EXPRESSWAY NORTH
AUSTIN, TX 78758
(30.412351, -97.707908)",30.412351,-97.707908,CA,South
1865,13.2,6.7,8.7,13.2,16.2,13.0,15.7,17.2,19.6,22.5,4.9,15.0,17.6,12.2,MERCY HOSPITAL OF DEFIANCE,OH,Midwest,"1404 EAST SECOND STREET
DEFIANCE, OH 43512
(41.282693, -84.339467)",41.282693,-84.339467,TX,South
4316,15.8,3.4,9.3,13.4,17.6,14.5,17.3,16.2,21.9,26.1,4.9,17.8,19.3,14.7,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,AR,South,"3333 SPRINGHILL DRIVE
NORTH LITTLE ROCK, AR 72117
(34.784075, -92.218633)",34.784075,-92.218633,NY,South
1297,13.4,2.6,6.0,9.6,14.8,16.0,17.6,13.9,17.0,20.2,5.9,14.6,16.1,11.7,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,IL,Midwest,"5101 S WILLOW SPRINGS RD
LA GRANGE, IL 60525
(41.797382, -87.888407)",41.797382,-87.888407,TX,South
1513,10.2,13.2333333333,8.36666666667,11.2333333333,15.0333333333,19.6666666667,17.0,17.5666666667,20.0,20.9666666667,5.4,15.4333333333,16.8666666667,12.1666666667,ST JOSEPHS HOSPITAL,WI,Midwest,"2661 COUNTY HWY I
CHIPPEWA FALLS, WI 54729
(44.951661, -91.358217)",44.951661,-91.358217,TX,South
2523,13.4,18.7,7.5,10.7,14.9,18.4,10.9,7.2,20.7,23.3,15.5,16.5,16.9,18.1,EAST LOS ANGELES DOCTORS HOSPITAL,CA,West,"4060 WHITTIER BLVD
LOS ANGELES, CA 90023
(34.02393, -118.184281)",34.02393,-118.184281,MI,South
1603,14.85,11.8,7.725,12.05,15.425,15.825,16.8,12.25,20.875,22.175,10.35,16.025,17.075,14.4,NORTHWEST MEDICAL CENTER,MO,Midwest,"1530 U S HIGHWAY 43
WINFIELD, AL 35594
(33.929316, -87.824507)",33.929316,-87.824507,AL,Midwest
3598,21.0,18.6,15.3,14.1,13.9,2.8,17.8,20.1,11.7,22.1,4.5,15.3,18.6,14.7,UNM SANDOVAL REGIONAL MEDICAL CENTER,NM,West,"3001 BROADMOOR BLVD NE
RIO RANCHO, NM 87144
(35.307351, -106.677003)",35.307351,-106.677003,TX,West
1948,12.8,11.6,7.5,9.5,13.7,13.2,18.2,9.9,20.7,23.5,4.4,15.8,17.0,13.5,UHHS RICHMOND HEIGHTS HOSPITAL,OH,Midwest,"27100 CHARDON ROAD
RICHMOND HEIGHTS, OH 44143
(41.581043, -81.490272)",41.581043,-81.490272,CA,West
11,2.4,14.4,8.8,11.9,16.3,14.0,3.9,12.6,20.4,23.0,15.5,15.2,17.2,7.2,CHESTER REGIONAL MEDICAL CENTER,SC,South,"1 MEDICAL PARK DRIVE
CHESTER, SC 29706
(34.683429, -81.184551)",34.683429,-81.184551,FL,South
3825,12.4,17.1,9.2,12.4,18.0,16.1,19.9,5.7,21.1,22.6,4.1,15.5,18.9,12.9,SHOALS HOSPITAL,AL,South,"201 WEST AVALON AVENUE
MUSCLE SHOALS, AL 35661
(34.744941, -87.676511)",34.744941,-87.676511,TX,South
4348,13.8,4.2,7.9,16.9,21.7,17.4,16.7,14.2,19.5,20.6,5.0,14.8,17.1,12.2,MEDICAL CENTER SOUTH ARKANSAS,AR,South,"700 WEST GROVE STREET
EL DORADO, AR 71731
(33.218378, -92.67103)",33.218378,-92.67103,TX,South
4383,14.6,12.3,9.4,14.6,19.7,16.0,17.3,14.6,19.4,21.4,4.7,15.7,18.4,12.9,WHITE COUNTY MEDICAL CENTER,AR,South,"3214 EAST RACE AVENUE
SEARCY, AR 72143
(35.250446, -91.696758)",35.250446,-91.696758,TX,South
558,15.2,14.3,7.9,14.1,13.5,16.1,15.1,15.3,18.8,21.7,7.1,15.2,17.9,17.2,COVENANT HOSPITAL LEVELLAND,TX,South,"1900 COLLEGE AVE
LEVELLAND, TX 79336
(33.572292, -102.367767)",33.572292,-102.367767,NE,Midwest
1416,16.6,4.0,9.0,11.9,15.9,20.3,24.8,17.1,20.3,21.2,4.6,15.7,17.1,20.3,PARIS COMMUNITY HOSPITAL,IL,Midwest,"721 E COURT STREET
PARIS, IL 61944
(39.606631, -87.678148)",39.606631,-87.678148,WI,Midwest
735,13.6714285714,12.7571428571,8.29285714286,12.3785714286,16.3571428571,15.7785714286,14.9857142857,13.7928571429,19.1,21.3142857143,10.5142857143,15.3714285714,16.6714285714,13.3928571429,MEMORIAL HOSPITAL,IL,Midwest,"210 MARIE LANGDON DRIVE
MANCHESTER, KY 40962
(37.162154, -83.761356)",37.162154,-83.761356,PA,Midwest
417,18.2,15.3,13.0,20.0,15.5,15.7,15.3,15.3,16.6,13.9,15.3,15.7,17.4,15.7,SANFORD CANBY MEDICAL CENTER,MN,Midwest,"112 ST OLAF AVENUE SOUTH
CANBY, MN 56220
(44.707421, -96.278057)",44.707421,-96.278057,CO,West
412,15.1,21.4,15.3,12.3,15.3,16.0,16.8,11.5,15.1,22.4,4.4,15.3,16.8,16.0,RIVER'S EDGE HOSPITAL & CLINIC,MN,Midwest,"1900 NORTH SUNRISE DRIVE
ST PETER, MN 56082
(44.347846, -93.970875)",44.347846,-93.970875,OK,West
3397,20.3,17.0,9.6,14.0,16.5,15.4,4.8,19.2,20.0,22.6,4.4,15.1,16.8,11.8,ALLIANCEHEALTH WOODWARD,OK,Midwest,"900 17TH STREET
WOODWARD, OK 73801
(36.438338, -99.400953)",36.438338,-99.400953,NE,Midwest
2748,18.5,18.0,7.3,10.3,14.5,18.6,9.1,18.6,18.8,22.1,18.5,16.2,17.4,18.5,ST HELENA HOSPITAL-CLEARLAKE,CA,West,"15630 18TH AVE - HWY 53
CLEARLAKE, CA 95422
(38.943323, -122.620655)",38.943323,-122.620655,CA,South
854,15.4333333333,11.3166666667,9.71666666667,13.4666666667,16.6833333333,16.5,17.1166666667,13.9166666667,18.1166666667,20.8333333333,6.01666666667,15.6666666667,16.8666666667,13.1,MEMORIAL MEDICAL CENTER,WI,Midwest,"216 SUNSET PLACE
NEILLSVILLE, WI 54456
(44.557046, -90.606909)",44.557046,-90.606909,PA,Mid-Atlantic
4875,14.9,4.3,8.3,16.2,16.9,14.6,17.5,15.1,20.2,22.7,5.2,16.1,19.2,13.3,MERCY HOSPITAL JOPLIN,MO,Midwest,"100 MERCY WAY
JOPLIN, MO 64804
(37.034697, -94.511799)",37.034697,-94.511799,AL,South
3912,14.7,9.35,7.05,13.1,14.6,15.7,16.25,13.8,19.25,23.05,3.85,15.15,16.65,12.4,SWEDISH MEDICAL CENTER,WA,West,"747 BROADWAY
SEATTLE, WA 98122
(47.60924, -122.320767)",47.60924,-122.320767,CO,West
4315,22.5,11.9,8.5,12.7,15.5,14.7,18.7,22.1,20.8,22.0,4.5,15.8,15.8,12.9,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,AR,South,"1800 BYPASS ROAD
HEBER SPRINGS, AR 72543
(35.506578, -92.001319)",35.506578,-92.001319,NC,South
4486,14.7,16.7,7.2,10.9,12.2,19.9,13.3,4.6,19.7,23.0,14.4,15.6,17.7,16.0,BON SECOURS RICHMOND COMMUNITY HOSPITAL,VA,Mid-Atlantic,"1500 N. 28TH STREET
RICHMOND, VA 23223
(37.540264, -77.406271)",37.540264,-77.406271,TX,South
3704,14.1,3.6,7.3,13.1,18.6,14.8,18.3,15.3,21.9,23.7,4.8,16.2,17.5,11.6,MINISTRY SAINT JOSEPHS HOSPITAL,WI,Midwest,"611 ST JOSEPH AVE
MARSHFIELD, WI 54449
",,,MS,South
3914,12.2,3.0,7.2,12.6,15.6,13.6,17.4,13.6,19.3,20.9,5.4,16.9,16.9,13.3,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,CO,West,"12605 EAST 16TH AVENUE
AURORA, CO 80045
(39.741365, -104.841344)",39.741365,-104.841344,TX,South
4132,15.6,15.6,15.6,15.6,17.5,17.5,17.5,17.5,17.5,17.5,4.5,15.6,15.7,15.7,FILLMORE COUNTY HOSPITAL,NE,Midwest,"P O BOX 193, 1900 F STREET
GENEVA, NE 68361
",193,1900,NE,Midwest
2209,14.0,3.2,6.3,9.5,12.9,15.3,19.6,13.5,21.9,22.3,4.2,16.9,17.2,14.0,MASSACHUSETTS GENERAL HOSPITAL,MA,New England,"55 FRUIT STREET
BOSTON, MA 02114
(42.362403, -71.06884)",42.362403,-71.06884,CA,Midwest
1879,14.32,16.18,8.2,12.46,17.16,15.06,16.0,12.24,20.06,21.3,4.26,15.78,16.98,12.22,MERCY MEDICAL CENTER,CA,West,"333 MERCY AVENUE
MERCED, CA 95340
(37.340123, -120.465214)",37.340123,-120.465214,NY,Mid-Atlantic
997,15.5,14.1,21.1,16.4,11.7,7.3,16.9,15.0,16.2,8.0,5.1,15.9,12.4,13.3,SUGAR LAND SURGICAL HOSPITAL LLP,TX,South,"16906 SOUTHWEST FREEWAY
SUGAR LAND, TX 77479
(29.590609, -95.636696)",29.590609,-95.636696,TX,West
3300,11.8,11.0,8.8,12.5,21.0,15.6,12.4,12.9,18.0,21.6,8.8,14.5,16.5,13.3,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,MS,South,"100 HOSPITAL DRIVE
BOONEVILLE, MS 38829
(34.656413, -88.565762)",34.656413,-88.565762,TX,South
4487,17.1,15.3,8.6,13.2,14.0,12.8,17.3,17.2,19.7,19.4,5.5,14.7,17.9,11.0,BON SECOURS ST FRANCIS MEDICAL CENTER,VA,Mid-Atlantic,"13710 ST FRANCIS BOULEVARD
MIDLOTHIAN, VA 23114
(37.466379, -77.659013)",37.466379,-77.659013,IA,Midwest
1326,13.2,4.0,7.3,12.3,15.0,11.7,16.2,14.0,20.3,21.5,4.5,14.3,13.8,14.2,DELNOR COMMUNITY HOSPITAL,IL,Midwest,"300 RANDALL RD
GENEVA, IL 60134
(41.886345, -88.340414)",41.886345,-88.340414,PA,Midwest
2673,12.9,12.0,7.8,12.0,17.7,13.5,17.6,20.4,20.4,23.2,4.5,16.1,18.5,12.0,PALMDALE REGIONAL MEDICAL CENTER,CA,West,"38600 MEDICAL CENTER DRIVE
PALMDALE, CA 93552
(34.585649, -118.143668)",34.585649,-118.143668,FL,South
1955,13.9,2.1,7.7,11.6,14.7,15.8,17.5,12.7,20.7,21.3,6.0,14.9,16.9,11.0,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",OH,Midwest,"234 GOODMAN STREET
CINCINNATI, OH 45219
(39.136728, -84.502562)",39.136728,-84.502562,PA,Midwest
894,17.3,20.4,15.8,16.6,10.4,4.9,22.0,13.4,20.7,13.0,20.3,16.0,19.1,15.3,NORTH RUNNELS HOSPITAL,TX,South,"7821 EAST HIGHWAY 153
WINTERS, TX 79567
(31.949866, -99.960036)",31.949866,-99.960036,OK,Midwest
2038,12.6,3.0,11.5,15.8,16.9,14.8,16.3,12.8,22.3,21.0,15.3,15.6,16.2,10.1,LUTHERAN HOSPITAL OF INDIANA,IN,Midwest,"7950 W JEFFERSON BLVD
FORT WAYNE, IN 46804
(41.037374, -85.245885)",41.037374,-85.245885,TX,West
2143,16.2,16.2,16.2,16.2,16.2,15.3,16.2,4.3,19.6,16.2,19.6,15.2,16.2,16.2,ST VINCENT FISHERS HOSPITAL INC,IN,Midwest,"13861 OLIO ROAD
FISHERS, IN 46037
(39.988852, -85.918844)",39.988852,-85.918844,TX,Midwest
1329,14.1,3.2,5.9,9.9,16.7,13.0,17.0,15.2,18.5,22.7,4.9,15.5,16.7,12.5,ELMHURST MEMORIAL HOSPITAL,IL,Midwest,"155 EAST BRUSH HILL ROAD
ELMHURST, IL 60126
(41.861666, -87.934848)",41.861666,-87.934848,TX,Midwest
4524,11.6,18.1,9.0,12.8,16.4,17.3,13.9,14.5,19.4,23.1,9.3,15.9,17.0,16.9,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,VA,Mid-Atlantic,"15225 HEALTHCOTE BOULEVARD
HAYMARKET, VA 20169
(38.822582, -77.642913)",38.822582,-77.642913,MS,South
1356,14.35,13.175,12.75,13.875,16.125,13.175,16.95,16.375,18.45,20.175,9.45,15.575,16.125,14.075,HOLY CROSS HOSPITAL,IL,Midwest,"4725 N FEDERAL HWY
FORT LAUDERDALE, FL 33308
(26.185378, -80.117659)",26.185378,-80.117659,IL,Midwest
2690,12.8,2.7,8.3,10.8,12.5,11.9,15.6,14.0,19.8,21.1,2.9,14.5,16.0,11.6,PROVIDENCE SAINT JOHN'S HEALTH CENTER,CA,West,"2121 SANTA MONICA BLVD
SANTA MONICA, CA 90404
(34.03007, -118.478305)",34.03007,-118.478305,PA,South
2790,15.7,3.4,9.6,12.5,15.7,15.0,24.0,22.7,21.6,24.0,4.7,15.6,17.0,13.5,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,West,"15248 11TH ST
VICTORVILLE, CA 92392
(34.52897, -117.292518)",34.52897,-117.292518,AL,Midwest
4263,4.1,22.8,11.8,17.0,15.6,15.3,4.1,15.6,17.9,14.6,15.3,15.6,17.3,15.6,POLK MEDICAL CENTER,GA,South,"2360 ROCKMART HIGHWAY
CEDARTOWN, GA 30125
(34.015389, -85.196988)",34.015389,-85.196988,TX,South
371,14.2,10.9666666667,10.45,12.2333333333,16.2,14.9833333333,14.2833333333,15.5333333333,18.55,19.1833333333,6.15,14.8166666667,16.6,13.3,MERCY HOSPITAL,CA,West,"2215 TRUXTUN AVENUE
BAKERSFIELD, CA 93301
(35.373323, -119.027386)",35.373323,-119.027386,KS,Midwest
1434,14.0,6.6,7.1,12.7,18.0,15.0,15.4,16.6,22.1,25.3,12.5,15.3,19.4,13.3,RICHLAND MEMORIAL HOSPITAL,IL,Midwest,"800 EAST LOCUST
OLNEY, IL 62450
(38.735021, -88.077125)",38.735021,-88.077125,AL,South
3064,13.2,21.2,8.1,11.8,15.3,13.3,16.8,24.1,18.8,23.1,4.8,16.2,19.0,14.4,HENRY FORD WEST BLOOMFIELD HOSPITAL,MI,Midwest,"6777 WEST MAPLE ROAD
WEST BLOOMFIELD, MI 48322
(42.541451, -83.409433)",42.541451,-83.409433,NY,South
1249,11.9,13.8,7.0,11.9,18.2,16.9,19.7,19.2,18.7,21.0,21.4,15.0,16.5,14.1,SUNBURY COMMUNITY HOSPITAL,PA,Mid-Atlantic,"350 NORTH 11TH STREET
SUNBURY, PA 17801
(40.862314, -76.778131)",40.862314,-76.778131,MS,South
4614,18.9,4.1,9.8,13.0,20.3,16.6,18.1,15.9,22.9,24.0,4.2,16.9,20.2,13.5,DESERT SPRINGS HOSPITAL,NV,West,"2075 EAST FLAMINGO ROAD
LAS VEGAS, NV 89119
(36.114561, -115.125548)",36.114561,-115.125548,NY,South
2687,12.1,8.0,6.5,10.0,13.2,15.6,16.7,13.4,18.7,22.0,4.6,15.3,18.7,13.6,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,West,"15031 RINALDI ST
MISSION HILLS, CA 91346
(34.279013, -118.459485)",34.279013,-118.459485,TX,Midwest
1460,13.05,16.85,7.45,11.05,15.7,16.7,17.45,15.4,20.75,22.3,9.25,16.8,17.5,8.05,SOUTH SHORE HOSPITAL,MA,New England,"8012 SOUTH CRANDON AVENUE
CHICAGO, IL 60617
(41.749496, -87.568623)",41.749496,-87.568623,IL,Midwest
3641,18.2,16.1,8.0,12.8,18.9,15.7,15.8,16.1,19.5,20.5,22.1,14.9,16.3,13.0,ASPIRUS LANGLADE HOSPITAL,WI,Midwest,"112 E FIFTH AVE
ANTIGO, WI 54409
(45.140319, -89.140292)",45.140319,-89.140292,IA,South
1425,12.5,3.5,6.7,9.9,14.5,13.2,18.1,15.6,20.1,24.6,5.3,17.8,19.3,13.4,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,IL,Midwest,"2900 NORTH LAKE SHORE DRIVE
CHICAGO, IL 60657
(41.933928, -87.636418)",41.933928,-87.636418,NY,Mid-Atlantic
3975,13.4,2.6,8.4,11.9,21.0,16.4,17.4,15.3,17.7,21.2,4.5,15.5,16.5,12.2,FLORIDA HOSPITAL ZEPHYRHILLS,FL,South,"7050 GALL BLVD
ZEPHYRHILLS, FL 33541
(28.260937, -82.188041)",28.260937,-82.188041,TX,South
318,19.0,22.5,12.8,11.5,17.6,15.5,8.5,15.3,14.1,21.6,15.2,15.5,16.4,17.6,GLENCOE REGIONAL HEALTH SERVICES,MN,Midwest,"1805 HENNEPIN AVENUE NORTH
GLENCOE, MN 55336
(44.77755, -94.151714)",44.77755,-94.151714,IA,Midwest
4387,13.7,16.8,7.5,11.7,18.3,21.4,14.6,15.7,19.3,21.5,19.3,14.6,16.8,18.2,BRIDGTON HOSPITAL,ME,New England,"10 HOSPITAL DRIVE
BRIDGTON, ME 04009
(44.047249, -70.712777)",44.047249,-70.712777,IA,South
3794,13.1,13.1,8.0,12.1,16.3,15.4,14.7,15.4,19.2,22.6,4.6,15.7,16.1,14.1,HIGHLANDS MEDICAL CENTER,AL,South,"380 WOODS COVE ROAD
SCOTTSBORO, AL 35768
(34.661254, -86.047116)",34.661254,-86.047116,NE,Midwest
866,15.4666666667,7.46666666667,8.03333333333,12.1666666667,15.5333333333,15.2666666667,16.9333333333,16.4666666667,20.2333333333,21.9333333333,4.26666666667,14.9666666667,18.3666666667,11.7333333333,METHODIST HOSPITAL,KY,South,"8303 DODGE ST
OMAHA, NE 68114
(41.259682, -96.041806)",41.259682,-96.041806,NE,Midwest
4566,15.4,21.6,7.4,12.0,13.4,14.7,22.3,17.7,19.0,19.7,4.4,14.0,13.3,12.3,AVERA QUEEN OF PEACE,SD,West,"525 N FOSTER
MITCHELL, SD 57301
(43.713842, -98.007325)",43.713842,-98.007325,PA,West
4857,13.5,3.8,9.1,10.8,18.6,16.4,18.3,13.9,20.8,22.1,4.8,16.5,18.2,12.4,DES PERES HOSPITAL,MO,Midwest,"2345 DOUGHERTY FERRY ROAD
SAINT LOUIS, MO 63122
(38.58098, -90.451147)",38.58098,-90.451147,PA,South
1330,11.2,2.2,5.7,9.5,13.0,12.5,16.5,15.6,19.7,21.2,3.7,15.2,16.6,12.8,EVANSTON HOSPITAL,IL,Midwest,"2650 RIDGE AVE
EVANSTON, IL 60201
(42.065359, -87.683283)",42.065359,-87.683283,TX,South
3580,13.3,4.0,9.0,13.9,17.4,17.5,15.9,14.0,19.3,21.1,3.7,15.4,17.2,12.8,MEMORIAL MEDICAL CENTER INC,NM,West,"2450 SOUTH TELSHOR BLVD
LAS CRUCES, NM 88011
(32.291993, -106.735018)",32.291993,-106.735018,CA,West
4311,11.8,4.2,8.5,11.5,17.3,13.1,16.7,14.5,19.1,21.9,14.5,16.0,18.0,11.4,"ARKANSAS HEART HOSPITAL, LLC",AR,South,"1701 S SHACKLEFORD ROAD
LITTLE ROCK, AR 72211
(34.739159, -92.394421)",34.739159,-92.394421,FL,South
309,13.2,3.5,8.3,14.5,14.7,16.8,18.2,13.5,19.7,20.5,3.9,15.1,18.5,11.2,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,MN,Midwest,"407 EAST THIRD STREET
DULUTH, MN 55805
(46.792843, -92.096395)",46.792843,-92.096395,TX,West
2247,13.9,16.2,6.6,10.7,15.2,14.5,17.2,9.5,22.8,22.0,4.4,16.3,18.0,12.7,BON SECOURS COMMUNITY HOSPITAL,NY,Mid-Atlantic,"160 EAST MAIN STREET
PORT JERVIS, NY 12771
(41.368207, -74.68252)",41.368207,-74.68252,OH,Midwest
2507,16.7,7.2,8.3,11.6,17.2,16.6,16.6,15.6,20.5,22.0,19.9,15.5,15.9,22.4,COLUSA REGIONAL MEDICAL CENTER,CA,West,"199 EAST WEBSTER ST
COLUSA, CA 95932
(39.207358, -122.000274)",39.207358,-122.000274,TX,South
4932,12.9,15.9,15.6,11.7,14.9,12.4,12.2,15.3,15.5,22.6,4.4,15.7,16.3,15.6,BARRETT MEMORIAL HOSPITAL,MT,West,"600 MT HWY 91 S
DILLON, MT 59725
(45.199817, -112.646957)",45.199817,-112.646957,TX,West
4345,20.9,22.0,19.7,20.2,15.2,14.4,14.4,14.4,14.4,14.4,14.4,15.2,17.5,15.6,LITTLE RIVER MEMORIAL HOSPITAL,AR,South,"451 WEST LOCKE STREET
ASHDOWN, AR 71822
(33.669572, -94.135025)",33.669572,-94.135025,TX,South
1036,13.5,19.1,17.2,12.0,14.6,11.4,13.3,15.5,19.4,22.3,18.0,14.1,16.5,3.4,UNIVERSITY GENERAL HOSPITAL,TX,South,"7501 FANNIN
HOUSTON, TX 77054
(29.6928, -95.401028)",29.6928,-95.401028,IA,Midwest
1739,14.9,14.5,8.0,13.9,16.9,17.0,16.8,15.8,18.3,22.0,4.2,14.5,14.4,11.7,SPENCER MUNICIPAL HOSPITAL,IA,Midwest,"1200 1ST AVENUE EAST
SPENCER, IA 51301
(43.150009, -95.143842)",43.150009,-95.143842,IA,West
2638,12.2,22.7,6.3,10.1,11.3,13.5,17.3,6.7,21.1,22.4,6.7,15.4,15.1,12.7,MEMORIAL HOSPITAL OF GARDENA,CA,West,"1145 W REDONDO BEACH BLVD
GARDENA, CA 90247
(33.892375, -118.295106)",33.892375,-118.295106,CA,Mid-Atlantic
2558,13.2,21.9,8.8,14.1,19.7,11.5,20.6,10.0,20.1,22.0,5.0,15.9,16.3,12.1,HI-DESERT MEDICAL CENTER,CA,West,"6601 WHITE FEATHER ROAD
JOSHUA TREE, CA 92252
(34.132676, -116.276709)",34.132676,-116.276709,CA,South
508,16.7,4.0,10.8,13.6,21.1,16.4,17.6,13.5,21.0,20.8,15.5,16.5,18.6,10.9,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,TX,South,"6800 SCENIC DR
ROWLETT, TX 75088
(32.919196, -96.509509)",32.919196,-96.509509,TX,South
4621,13.3,2.6,8.7,11.9,17.0,13.4,17.6,13.0,20.4,25.4,3.9,16.2,18.7,12.3,MOUNTAINVIEW HOSPITAL,NV,West,"3100 N TENAYA WAY
LAS VEGAS, NV 89128
(36.2156, -115.250795)",36.2156,-115.250795,PA,Mid-Atlantic
4742,15.4,22.3,7.9,12.5,17.3,17.5,17.2,12.6,20.4,20.4,4.3,17.0,18.3,17.8,DECATUR COUNTY GENERAL HOSPITAL,TN,South,"969 TENNESSEE AVE S
PARSONS, TN 38363
(35.636466, -88.123069)",35.636466,-88.123069,MO,South
4648,14.1,12.3,8.7,13.6,18.2,23.3,21.7,5.0,19.7,22.1,18.5,15.0,15.6,19.4,BOURBON COMMUNITY HOSPITAL,KY,South,"9 LINVILLE DRIVE
PARIS, KY 40361
(38.220655, -84.238896)",38.220655,-84.238896,TX,Midwest
2468,15.3,10.6,10.1,13.15,20.05,16.5,17.4,14.85,20.1,22.25,4.55,15.7,16.1,11.95,ADVENTIST MEDICAL CENTER,CA,West,"10123 SE MARKET STREET
PORTLAND, OR 97216
(45.511537, -122.559093)",45.511537,-122.559093,AL,South
2938,15.4,14.9,7.6,11.9,18.5,11.8,14.7,14.7,18.8,23.1,19.0,14.9,19.1,14.0,PENDER MEMORIAL HOSPITAL,NC,South,"507 E FREMONT ST
BURGAW, NC 28425
(34.551263, -77.920423)",34.551263,-77.920423,TX,South
2840,15.1,15.8,9.6,12.1,15.8,14.1,18.3,14.8,19.1,21.9,13.2,15.5,16.8,22.8,SAMARITAN LEBANON COMMUNITY HOSPITAL,OR,West,"525 N SANTIAM HIGHWAY
LEBANON, OR 97355
(44.55059, -122.908439)",44.55059,-122.908439,TX,Midwest
4576,16.7,16.9,20.4,4.7,17.6,22.3,11.9,16.6,4.9,12.2,4.7,14.6,12.0,4.8,DUNES SURGICAL HOSPITAL,SD,West,"600 SIOUX POINT ROAD
DAKOTA DUNES, SD 57049
(42.504581, -96.49662)",42.504581,-96.49662,TX,West
148,14.6,19.9,16.5,14.5,15.2,14.6,16.5,14.5,12.3,19.9,4.3,14.9,16.7,12.3,PARK PLACE SURGICAL HOSPITAL,LA,South,"4811 AMBASSADOR CAFFERY PARKWAY
LAFAYETTE, LA 70508
(30.148988, -92.038689)",30.148988,-92.038689,TX,West
151,15.9,4.6,8.2,10.7,15.8,13.7,17.4,14.8,20.1,21.5,4.8,16.0,16.9,13.9,RAPIDES REGIONAL MEDICAL CENTER,LA,South,"211 4TH STREET
ALEXANDRIA, LA 71301
(31.314391, -92.44965)",31.314391,-92.44965,FL,South
1839,14.7,15.8,7.9,15.5,20.3,16.4,16.5,11.6,23.8,21.3,4.4,16.4,17.9,12.8,LICKING MEMORIAL HOSPITAL,OH,Midwest,"1320 WEST MAIN STREET
NEWARK, OH 43055
(40.046907, -82.45039)",40.046907,-82.45039,KY,South
5234,12.3,12.3,12.3,10.5,14.6,16.5,16.5,16.5,19.3,21.6,4.2,14.7,16.0,16.0,NORTH HAWAII COMMUNITY HOSPITAL,HI,Hawaii,"67 1125 MAMALAHOA HIGHWAY
KAMUELA, HI 96743
",,,TX,Midwest
3891,23.4,17.0,7.3,12.3,14.5,11.8,4.9,19.6,18.9,23.4,19.6,15.5,16.0,4.9,RIO GRANDE HOSPITAL,CO,West,"310 COUNTY RD 14
DEL NORTE, CO 81132
(37.675289, -106.363562)",37.675289,-106.363562,FL,South
